OBJECTID,Name,Baujahr,Gesamtleistung (MW),Anzahl,Typ (WKA),Ort,Landkreis,Breitengrad,Längengrad,Projektierer / Betreiber,Bemerkungen,,,,,,,
187,Windpark Gaildorf (Naturstromspeicher Gaildorf),2017,13.6,4,GE Wind Energy 3.4-137 (4×),Gaildorf,SHA,49.0006,9.8042,MBS Naturstromspeicher,"Windpark mit integriertem 16MW-Pumpspeicherkraftwerk, Türme stehen auf 40m hohen Wasserspeichern, bei Inbetriebnahme die höchsten Anlagen der Welt (Nabenhöhe bis 178 m, Gesamthöhe bis 246,5 m)",,,,,,,
188,Windpark Freudenberg,2007,20.9,9,REpower MM82 (2×),Freudenberg,TBB,49.7406,9.3553,"Reg.En, THEOLIA Naturenergien GmbH, MVV Energie",,,,,,,,
189,Windpark Freudenberg,2016,,,Nordex N117/2400 (7×),,,49.7406,9.3553,,,,,,,,,
190,Windpark Freiamt (incl. Windkraftanlage Tännlebühl),2001,12.75,6,Enercon E-66/18.70 (3×),Freiamt,EM,48.1711,7.9572,"fesa, Ökostrom Freiburg; Windenergie Tännlebühl",,,,,,,,
191,Windpark Freiamt (incl. Windkraftanlage Tännlebühl),2002,,,Enercon E-66/20.70 (1×),,,48.1711,7.9572,,,,,,,,,
192,Windpark Freiamt (incl. Windkraftanlage Tännlebühl),2004,,,Enercon E-82 E2 (1×),,,48.1711,7.9572,,,,,,,,,
193,Windpark Freiamt (incl. Windkraftanlage Tännlebühl),2011,,,Enercon E-101 (1×),,,48.1711,7.9572,,,,,,,,,
194,Windpark Freiamt (incl. Windkraftanlage Tännlebühl),2014,,,,,,48.1711,7.9572,,,,,,,,,
195,Windpark Frauental,2004,6.55,4,REpower MD77 (3×),Frauental,TBB,49.5056,10.0878,"SEG AG, HWE Hohenloher Windenergie",,,,,,,,
196,Windpark Frauental,2015,,,Senvion MM100 (1×),,,49.5056,10.0878,,,,,,,,,
197,Windpark Fichtenau,2017,9.9,3,Vestas V126-3.3MW (3×),Fichtenau,SHA,49.0917,10.1994,,,,,,,,,
198,Windpark Falkenhöhe,2021,12.6,3,Vestas V136-4.2MW (3×),Lauterbach,RW,48.2131,8.3133,Windkraft Schonach,,,,,,,,
199,Windpark Falkenhöhe,,,,,Hornberg,OG,48.2131,8.3133,,,,,,,,,
200,Windpark Ettenheim-Kippenheim,2000,7.9,5,Nordex N62/1300 (3×)Nordex N80/2500 (1×)Südwind S70 (1×),Ettenheim,OG,48.2544,7.8706,"fesa, Ökostrom Freiburg",Windpark mit Aussichtsturm,6149282.7674,,,,,,
201,Windpark Ettenheim-Kippenheim,2001,,,,Kippenheim,,48.2544,7.8706,,eine weitere Nordex N80/2500 wurde 2020 abgebaut,,,,,,,
202,Windpark Ettenheim-Kippenheim,,,,,,,48.2544,7.8706,,"2021 Abbau von 3× Nordex N62/1300, 1× Nordex N80/2500 und 1× Südwind S70. Erst 2023 Aufbau der Repoweringanlagen geplant.",,,,,,,
203,Windpark Ellwanger Berge,2016,30.5,10,Enercon E-115 (10×),Jagstzell,AA,49.0408,10.1744,"Stadtwerke Tübingen, W-I-N-D Energien",errichtet an der A 7,,,,,,,
204,Windpark Ellwanger Berge,2017,,,,Breitenbach,,49.0408,10.1744,,,,,,,,,
205,Windpark Ebnat-Ochsenberg,2016,33.6,14,Nordex N117/2400 (14×),Ebnat,AA,48.7572,10.1711,Blauwind,"Es sind 15 Windräder zu sehen, eines gehört jedoch nicht zu diesem Windpark, es ist das Windrad Königsbronn",,,,,,,
206,Windpark Ebnat-Ochsenberg,,,,,Nietheim,HDH,48.7572,10.1711,,,,,,,,,
207,Windpark Dunningen,2000,3.6,3,Enercon E-40/6.44 E1 (1×),Dunningen,RW,48.2194,8.5258,"windwin, Lothar Kopp",,,,,,,,
208,Windpark Dunningen,,,,Enercon E-66/15.66 (2×),,,48.2194,8.5258,,,,,,,,,
209,Windpark Drackenstein (incl. Windpark Gosbacher Alb),2000,19.05,8,Vestas V52-850kW (3×),Bad Ditzenbach,GP,48.5444,9.7039,"2× Albwerk, 3× Planet Energy, Megawatt",,,,,,,,
210,Windpark Drackenstein (incl. Windpark Gosbacher Alb),2020,,,Nordex N131/3300 (5×),Drackenstein,,48.5444,9.7039,,,,,,,,,
211,Windpark Dittwar,2017,9.9,3,Vestas V126-3.3MW (3×),Dittwar,TBB,49.5989,9.6161,,errichtet auf dem Neuberg bei Dittwar,,,,,,,
212,Windpark Dittwar,2018,,,,,,49.5989,9.6161,,,,,,,,,
213,Windpark Dischingen-Ohrberg,2016,13.75,5,GE Wind Energy 2.75-120 (5×),Dischingen,HDH,48.7175,10.3169,WP Ohrberg,,,,,,,,
214,Windpark Büttenbuch,2016,10.8,4,Nordex N117/2400 (3×),Eschach,AA,48.8703,9.8683,W-I-N-D Energien,,,,,,,,
215,Windpark Büttenbuch,2019,,,Nordex N117/3600 (1×),Göggingen,,48.8703,9.8683,,,,,,,,,
216,Windpark Burgberg,2021,17,5,Enercon E-138 EP3 E2 (5×),Crailsheim,SHA,49.1389,9.9542,WP Burgberg,Erweiterung um eine Anlage in Bau,,,,,,,
217,Windpark Burgberg,2022-2023,,,,,,49.1389,9.9542,,,,,,,,,
218,Windpark Bühlertann,2017,13.2,4,Vestas V126-3.3MW (4×),Bühlertann,SHA,49.0217,9.9686,,,,,,,,,
219,Windpark Braunsbach,2016,12,4,Enercon E-115 (4×),Zottishofen,SHA,49.2378,9.8075,"ZEAG, BE Braunsbach",,,,,,,,
220,Windpark Brandenkopf-Nillkopf,1997,7.6,4,Tacke TW 600e (1×),Fischerbach,OG,48.3369,8.1425,"JALBO Windkraft, fesa, Bürgerwindrad Brandenkopf",,,,,,,,
221,Windpark Brandenkopf-Nillkopf,2002,,,Enercon E-58 (1×),Unterharmersbach,,48.3369,8.1425,,,,,,,,,
222,Windpark Brandenkopf-Nillkopf,2018,,,Enercon E-115 (2×),,,48.3369,8.1425,,,,,,,,,
223,Windpark Brandberg-Rosenberg-Virngrund,2014,20.45,7,Enercon E-92 (2×),Leinenfirst,AA,48.9881,10.0472,"EnBW Windkraftprojekte, EnBW-ODR; W-I-N-D Energien; Stadtwerke Ellwangen",,,,,,,,
224,Windpark Brandberg-Rosenberg-Virngrund,2016,,,Nordex N131/3300 (2×),Hohenberg,,48.9881,10.0472,,,,,,,,,
225,Windpark Brandberg-Rosenberg-Virngrund,2017,,,Enercon E-115 (3×),Hinterlengenberg,,48.9881,10.0472,,,,,,,,,
226,Windpark Boxberg,2004,12.35,6,Vestas V90-2.0MW (5×),Uiffingen,TBB,49.5069,9.57,"Global Wind Power, juwi",errichtet an der A 81,,,,,,,
227,Windpark Boxberg,2017,,,Enercon E-92 (1×),,,49.5069,9.57,,,,,,,,,
228,Windpark Böttingen,2000,2.25,3,NEG Micon NM 48/750 (3×),Böttingen,RT,48.4019,9.5511,"SoWiTec, Theolia, Windreich",,,,,,,,
229,Windpark Böhmenkirch,2001,6,4,Südwind S70 (3×),Böhmenkirch,GP,48.6919,9.9422,Alb-Windkraft,,,,,,,,
230,Windpark Böhmenkirch,2007,,,Fuhrländer FL MD70 (1×),,,48.6919,9.9422,,,,,,,,,
231,Windpark Bobstadt,2018,12,4,Enercon E-115 (4×),Bobstadt,TBB,49.4678,9.6942,,,,,,,,,
232,Windpark Blaufelden-Langenburg,2017,40.05,12,Vestas V126-3.3MW (9×),Blaufelden,SHA,49.2783,9.8814,,,,,,,,,
233,Windpark Blaufelden-Langenburg,2018,,,Vestas V126-3.45MW (3×),Langenburg,,49.2783,9.8814,,,,,,,,,
234,Windpark Berghülen-Blaubeuren,2002,11,6,Enercon E-40/6.44 (1×),Berghülen,UL,48.4508,9.7581,EnBW Windkraftprojekte, Windenergie Wennender Heide,6182182267,,,,,,
235,Windpark Berghülen-Blaubeuren,2009,,,Enercon E-82 (4×),Seißen,,48.4508,9.7581,,,,,,,,,
236,Windpark Berghülen-Blaubeuren,2012,,,Nordex N117/2400 (1×),,,48.4508,9.7581,,,,,,,,,
237,Windpark Berghülen-Blaubeuren,2017,,,,,,48.4508,9.7581,,,,,,,,,
238,Windpark Bad Saulgau (Windpark Schellenberg),2019,10.35,3,Vestas V136-3.45MW (3×),Bad Saulgau,SIG,48.0211,9.5694,Uhl Windkraft Projektierung GmbH & Co. KG,(*),,,,,,,
239,Windpark Bad Rippoldsau-Schapbach,2007,8.35,4,Vestas V90-2.0MW (3×),Schapbach,FDS,48.4003,8285,vento ludens,Erweiterung geplant (1× Enercon E-138 EP3 E2),,,,,,,
240,Windpark Bad Rippoldsau-Schapbach,2015,,,Enercon E-92 (1×),,,48.4003,8285,,,,,,,,,
241,Windpark Auingen,2000,2.3,3,NEG Micon NM 48/750 (2×),Auingen,RT,48.4022,9.5289,"SoWiTec, Theolia, wks-energy, Windreich",,,,,,,,
242,Windpark Auingen,2006,,,Enercon E-48 (1×),,,48.4022,9.5289,,,,,,,,,
243,Windpark Aufhausen,2002,8,4,Vestas V80-2.0MW (2×),Aufhausen,GP,48.5739,9.75,Megawatt,,,,,,,,
244,Windpark Aufhausen,2005,,,Vestas V90-2.0MW (2×),,,48.5739,9.75,,,,,,,,,
245,Windpark Amtenhauser Berg,2017,37.5,10,Vestas V126-3.3MW (5×),Immendingen,TUT,47.9586,8.6733,"WP Amtenhauser Berg, Juwi",Erweiterung in Bau,,,,,,,
246,Windpark Amtenhauser Berg,2022,,,Vestas V150-4.2MW (5×),,,47.9586,8.6733,,,,,,,,,
247,Windpark Amstetten,1998,3.7,5,DeWind D4 48/600 (4×),Amstetten,UL,48.5597,9.8386,"Aufwind, FC Windenergy, Windreich",,,,,,,,
248,Windpark Amstetten,2002,,,AN Bonus 1300/62 (1×),,,48.5597,9.8386,,,,,,,,,
249,Windpark Am Hochsträß,2001,24.54,13,Vestas V47-660kW (4×),Gussenstadt,HDH,48.6531,9935,"Glotter, Alb-Windkraft, Stadtwerke Fellbach",,,,,,,,
250,Windpark Am Hochsträß,2002,,,REpower MD77 (5×),,,48.6531,9935,,,,,,,,,
251,Windpark Am Hochsträß,2003,,,Nordex N117/3600 (4×),,,48.6531,9935,,,,,,,,,
252,Windpark Am Hochsträß,2018,,,,,,48.6531,9935,,,,,,,,,
253,Windpark Altheimer Höhe,2000,11.66,5,Fuhrländer FL 1000/54 (2×),Altheim,MOS,49.5239,9.4728,Windenergie S & H,Repowering im Gange (1× Enercon E-160 EP5 E3 statt 1× Fuhrländer FL 1000/54),,,,,,,
254,Windpark Altheimer Höhe,2011,,,REpower MM92 (2×),,,49.5239,9.4728,,,,,,,,,
255,Windpark Altheimer Höhe,2023,,,Enercon E-160 EP5 E3 (1×),,,49.5239,9.4728,,,,,,,,,
256,Windpark Ahorn-Schillingstadt,2011,29.85,11,Enercon E-53 (1×),Schillingstadt,TBB,49.4714,9.5739,"ABO Wind, Stadtwerke Heidenheim, Genossenschaft Energie + Umwelt, Bürgerwindpark Hohenlohe GmbH;",Mehr als 1.800 Bürger der Region sind finanziell beteiligt,,,,,,,
257,Windpark Ahorn-Schillingstadt,2016,,,Enercon E-115 (4×),,,49.4714,9.5739,Reg.En GmbH,,,,,,,,
258,Windpark Ahorn-Schillingstadt,2017,,,GE Wind Energy 2.75-120 (5×),,,49.4714,9.5739,,,,,,,,,
259,Windpark Ahorn-Schillingstadt,,,,Nordex N131/3300 (1×),,,49.4714,9.5739,,,,,,,,,
260,Windpark Ahorn-Buch,2017,11,4,GE Wind Energy 2.75-120 (4×),Buch,TBB,49.5392,9.5747,ABO Wind,,,,,,,,
261,Windkraftanlagentestfeld Heroldstatt,1989,135,2,Enercon E-17 (1×),Ennabeuren,UL,48.4472,9.6381,EVS (EnBW),"Testfeld der EVS (heute EnBW) zur Erprobung unterschiedlicher Windkraftanlagentypen (konventioneller und Darrieus-Rotor) 1989–2000, erste zu Testzwecken errichtete Windkraftanlagen in Süddeutschland; 1989–2013 zusätzlich Enercon E-17, wurde wegen Getriebeschaden abgebaut; Darrieus-Rotor ebenfalls außer Betrieb, jedoch noch aufgebaut.",,,,,,,
262,Windkraftanlagentestfeld Heroldstatt,1990,,,Dornier Darrieus 55 (1×),,,48.4472,9.6381,,,,,,,,,
263,Windkraftanlagen Wolpertshausen,2001,1.2,2,DeWind D4 48/600 (2×),Wolpertshausen,SHA,49.1583,9.8594,Baram Windkraft-Projektierungs GmbH,,,,,,,,
264,Windkraftanlagen Weilersbach,2001,1.9,2,Enercon E-40/6.44 E1 (1×),Weilersbach,VS,48.0878,8.4972,"Neue Energien Projekt, Windkraft Weilersbach",,,,,,,,
265,Windkraftanlagen Weilersbach,,,,Nordex N62/1300 (1×),,,48.0878,8.4972,,,,,,,,,
266,Windkraftanlagen Unterschwarzach,2005,2.6,2,AN Bonus 1300/62 (2×),Unterschwarzach,RV,47.9678,9.8675,"Glotter, WKA IM WAS Windenergie",,,,,,,,
267,Windkraftanlagen Unterriffingen,2000,1.6,2,Enercon E-40/6.44 (1×),Unterriffingen,AA,48.8353,10.3069,Förderverein Wind- und Wasserkraft Ostalb,,,,,,,,
268,Windkraftanlagen Unterriffingen,2003,,,Enercon E-58 (1×),,,48.8353,10.3069,,,,,,,,,
269,Windkraftanlagen Suppingen,2000,1.5,2,NEG Micon NM 48/750 (2×),Suppingen,UL,48.4511,9.7206,"Glotter, Windkraft Suppingen",,,,,,,,
270,Windkraftanlagen Seckach,2008,4.1,2,REpower MM92 (2×),Großeicholzheim,MOS,49.4528,9.2697,"Reg.En GmbH, THEOLIA Naturenergien GmbH",,,,,,,,
271,Windkraftanlagen Schalkstetten,2001,2.6,2,AN Bonus 1300/62 (2×),Schalkstetten,UL,48.6228,9.92,EES Erneuerbare Energie,,,,,,,,
272,Windkraftanlagen Schalkstetten,2002,,,,,,48.6228,9.92,,,,,,,,,
273,Windkraftanlagen Neueck,2003,1.2,2,Enercon E-40/6.44 (2×),Gütenbach,VS,48.0419,8.1678,RENA Renewable Energy,,,,,,,,
274,Windkraftanlagen Nesselbach,2000,2,2,Fuhrländer FL 1000/54 (2×),Nesselbach,SHA,49.2256,9.8264,Bürgerwindpark Hohenlohe,,,,,,,,
275,Windkraftanlagen Nesselbach,2002,,,,,,49.2256,9.8264,,,,,,,,,
276,Windkraftanlagen Nellingen,1999,1.2,2,Tacke TW 600a (2×),Nellingen,UL,48.5353,9.8192,Schwabenwind,,,,,,,,
277,Windkraftanlagen Nassau,2015,4.7,2,Enercon E-92 (2×),Nassau,TBB,49.5219,9.9056,"juwi, Stadtwerke Tübingen",,,,,,,,
278,Windkraftanlagen Loßburg,2001,1.7,2,Vestas V52-850kW (2×),Loßburg,FDS,48.3894,8.4408,Keinath DYRA-AIR,,,,,,,,
279,Windkraftanlagen Kreßberg,2020,5.5,2,Vensys 112/2500 (1×),Kreßberg,SHA,49.1289,10.1578,Bürgerwind Kreßberg,,,,,,,,
280,Windkraftanlagen Kreßberg,,,,Vensys 120/3000 (1×),,,49.1289,10.1578,,,,,,,,,
281,Windkraftanlagen Karlsruhe (Energieberg Karlsruhe),1998,3.5,2,Fuhrländer FL MD77 (1×),Karlsruhe,KA,49.0186,8.3264,Windmühlenberg WKA,Repowering 2019 (1× Senvion MM100 statt 2× Seewind S 52 750),,,,,,,
282,Windkraftanlagen Karlsruhe (Energieberg Karlsruhe),2000,,,Senvion MM100 (1×),,,49.0186,8.3264,,,,,,,,,
283,Windkraftanlagen Karlsruhe (Energieberg Karlsruhe),2003,,,,,,49.0186,8.3264,,,,,,,,,
284,Windkraftanlagen Karlsruhe (Energieberg Karlsruhe),2019,,,,,,49.0186,8.3264,,,,,,,,,
285,Windkraftanlagen Holzschlägermatte,2003,3.6,2,Enercon E-66/18.70 (2×),Freiburg,FR,47.9169,7.8731,"fesa, Ökostrom Freiburg",,,,,,,,
286,Windkraftanlagen Hettingen,2002,3,2,Fuhrländer FL MD77 (2×),Hettingen,MOS,49.5244,9.3692,"Windenergie S & H, WP Hettinger Eulsberg",,,,,,,,
287,Windkraftanlagen Häusern,2022,6.6,2,Vestas V126-3.3MW (2×),Häusern,FR,47.7661,8.1714,EnBW,in Bau,,,,,,,
288,Windkraftanlagen Gissigheim,2005,1.8,2,Enercon E-58 (1×),Gissigheim,TBB,49.5836,9595,BadenWind,,,,,,,,
289,Windkraftanlagen Gissigheim,2010,,,Enercon E-48 (1×),,,49.5836,9595,,,,,,,,,
290,Windkraftanlagen Gerchsheim,2002,1.6,2,Enercon E-40/6.44 (1×),Gerchsheim,TBB,49.7053,9.7669,BadenWind,,,,,,,,
291,Windkraftanlagen Gerchsheim,2003,,,Enercon E-58 (1×),,,49.7053,9.7669,,,,,,,,,
292,Windkraftanlagen Fluorn-Winzeln,2004,3,2,REpower MD77 (2×),Fluorn-Winzeln,RW,48.3011,8.5042,Windkraft Fluorn-Winzeln,,,,,,,,
293,Windkraftanlagen Dürrenmettstetten,2000,1.2,2,Vestas V44-600kW (1×),Dürrenmettstetten,RW,48.3914,8.5756,"Windkraft Kruse, Lothar Kopp",eine Vestas V47-660kW wurde 2015 abgebaut,,,,,,,
294,Windkraftanlagen Dürrenmettstetten,2003,,,Enercon E-40/6.44 (1×),,,48.3914,8.5756,,,,,,,,,
295,Windkraftanlagen Bühlerzimmern/Veinau,1996,1,2,Enercon E-40/5.40 (2×),Bühlerzimmern/Veinau,SHA,49145,9.79,"WIKRA, Stadtwerke Schw. Hall, Solar Invest AG, Bürger-WP Hohenlohe","Nach bereits 18 Jahren im Juli 2014 Abschaltung und Demontage aufgrund Repowering-Bonus, der andernorts zum Tragen kommt",,,,,,,
296,Windkraftanlagen Buchhausen,2004,1.4,2,Enercon E-40/6.44 (1×),Buchhausen,AA,48.9575,10.3022,Windkraft Buchhausen,,,,,,,,
297,Windkraftanlagen Buchhausen,2006,,,Enercon E-48 (1×),,,48.9575,10.3022,,,,,,,,,
298,Windkraftanlagen Brettenfeld,2017,6.6,2,Nordex N131/3300 (2×),Brettenfeld,SHA,49.2692,10.0092,,,,,,,,,
299,Windkraftanlagen Bonndorf,1999,1.1,2,Enercon E-40/5.40 (1×),Bonndorf,WT,47825,8.3478,Burr Windenergieanlage,,,,,,,,
300,Windkraftanlagen Bonndorf,2006,,,Enercon E-40/6.44 (1×),,,47825,8.3478,,,,,,,,,
301,Windkraftanlage Zottishofen,2016,3.05,1,Enercon E-101 (1×),Zottishofen,SHA,49.2211,9.8244,EE Bürgerenergie Braunsbach,,,,,,,,
302,Windkraftanlage Zimmern,2000,0.8,1,Nordex N50/800 (1×),Zimmern ob Rottweil,RW,48.1747,8.5542,WKA Zimmern,,,,,,,,
303,Windkraftanlage Welzheim,2004,1,1,Fuhrländer FL 1000/54 (1×),Aichstrut,WN,48.8894,9.6553,Bürgerwind Welzheim,,,,,,,,
304,Windkraftanlage Weitingen,1998,0.6,1,Nordex N43/600 (1×),Weitingen,FDS,48.4681,8.8039,Windkraft Wasserturm Weitingen GbR mit Haftungsbeschränkung,,,,,,,,
305,Windkraftanlage Wegses,2005,1.5,1,Fuhrländer FL MD77 (1×),Wegses,SHA,49.1178,10.1381,Bürgerwindpark Hohenlohe,,,,,,,,
306,Windkraftanlage Walzbachtal,1997,0.11,1,Seewind S 20 110 (1×),Wössingen,KA,49.0028,8.6178,Gerd Seel,(*),,,,,,,
307,Windkraftanlage Veringenstadt,2022,4.2,1,Enercon E-138 EP3 E2 (1×),Veringenstadt,SIG,48.1761,9.2369,EnBW,in Bau,,,,,,,
308,Windkraftanlage Untermusbach,2002,1.5,1,Südwind S77 (1×),Untermusbach,FDS,48.5219,8.4336,WKA Kaltenbach,,,,,,,,
309,Windkraftanlage Unterkessach,2011,2,1,Vestas V90-2.0MW (1×),Unterkessach,HN,49.3567,9.4403,"Reg.En GmbH, seebaWIND",,,,,,,,
310,Windkraftanlage Ummendorf,2001,0.9,1,NEG Micon NM 52/900 (1×),Ummendorf,BC,48.0561,9.8561,Bürgerwindrad Ummendorf,,,,,,,,
311,Windkraftanlage Streuberg,2006,2,1,Enercon E-70 (1×),Bergertshofen,SHA,49.1578,10.2169,,,,,,,,,
312,Windkraftanlage Sontheim,1996,0.08,1,Lagerwey LW 18/80 (1×),Sontheim,HDH,48.5364,10.3,,(*),6196561169,,,,,,
313,Windkraftanlage Schweighausen,1997,3.05,1,Enercon E-101 (1×),Schweighausen,OG,48.2264,7.9753,"fesa, Stadtwerke Emmendingen",Repowering 2013 (1× Enercon E-101 statt,,,,,,,
314,Windkraftanlage Schweighausen,1998,,,,,,48.2264,7.9753,,1× Seewind S 52 750 und 1× Seewind S 20 110),,,,,,,
315,Windkraftanlage Schweighausen,2013,,,,,,48.2264,7.9753,,,,,,,,,
316,Windkraftanlage Rohrhardsberg,2003,1.8,1,Enercon E-66/18.70 (1×),Yach,EM,48.1353,8.1206,"fesa, Ökostrom Freiburg",,,,,,,,
317,Windkraftanlage Ochsenberg,2020,3.5,1,Enercon E-138 EP3 (1×),Ochsenberg,HDH,48.7528,10.1597,EnBW,,,,,,,,
318,Windkraftanlage Oberkirch,2003,55,1,Micon M 55-11 (1×),Nußbach,OG,48.5408,8.0367,Max Rohrhirsch,(*),6197300.9279,,,,,,
319,Windkraftanlage Oberiflingen,2012,2,1,Enercon E-82 (1×),Oberiflingen,FDS,48.4022,8.5553,"EnBW Windkraftprojekte, ee Rottenburg",,,,,,,,
320,Windkraftanlage Mulfingen,2006,2,1,Enercon E-82 (1×),Hollenbach,KÜN,49.4036,9.7931,Beermann Energiesysteme,,,,,,,,
321,Windkraftanlage Mengen,2002,0.85,1,Vestas V52-850kW (1×),Blochingen,SIG,48.0725,9.3553,Rettich Ingenieurbüro,,,,,,,,
322,Windkraftanlage Maxau,1997,0.11,1,Seewind 20/110 (1×),Maxau,KA,49.0339,8.3031,Windmühlenberg Windkraftanlage GmbH & Co. KG,(*),,,,,,,
323,Windkraftanlage Lenzkirch-Kopp,2003,1.5,1,Südwind S77 (1×),Lenzkirch,FR,47.8347,8.2064,WKA Lenzkirch-Kopp,,,,,,,,
324,Windkraftanlage Leibertingen,1998,0.6,1,Tacke TW 600 (1×),Leibertingen,SIG,48.0508,9.0231,Bäumlehof Leibertingen,Seit 2010 außer Betrieb.,,,,,,,
325,Windkraftanlage Ingersheim,2012,2,1,Enercon E-82 (1×),Ingersheim,LB,48.9714,9.1697,EG Ingersheim,"höchste Windkraftanlage in der Region Stuttgart (Nabenhöhe 138 m, Gesamthöhe 179 m)",,,,,,,
326,Windkraftanlage Hornisgrinde,1994,2.3,1,Enercon E-70 E4 (1×),Seebach,OG,48.6044,8.2011,Peter Griebl,"Repowering 2015 (1× Enercon E-70 E4 statt 2× Seewind S 20 110 und 1× Seewind S 25 132), höchstgelegene Windkraftanlage Deutschlands (1164 m über NN)",,,,,,,
327,Windkraftanlage Hornisgrinde,1996,,,,,,48.6044,8.2011,,,,,,,,,
328,Windkraftanlage Hornisgrinde,2015,,,,,,48.6044,8.2011,,,,,,,,,
329,Windkraftanlage Honhardt,2007,2.05,1,REpower MM92 (1×),Honhardt,SHA,49.0592,10.0561,"Reg.En GmbH, THEOLIA Naturenergien GmbH",,,,,,,,
330,Windkraftanlage Herbolzheim,1999,0.6,1,Tacke TW 600a (1×),Herbolzheim,EM,48.2231,7.7519,Europa-Park Rasthof Herbolzheim,errichtet an der A 5,,,,,,,
331,Windkraftanlage Grüner Heiner,2000,0.5,1,Enercon E-40/5.40 (1×),Weilimdorf,S,48.8253,9.0917,Gedea Windkraft Grüner Heiner,errichtet auf Schuttberg an der A 81,,,,,,,
332,Windkraftanlage Glatten,2000,0.6,1,Enercon E-40/6.44 (1×),Glatten,FDS,48.4403,8.5247,Schmalz,Am Turm der Anlage befindet sich die Antenne des Senders Freies Radio Freudenstadt,,,,,,,
333,Windkraftanlage Fürstenberg,2003,1.5,1,REpower MD77 (1×),Fürstenberg,VS,47.8892,8.5833,Fürstwind GmbH & Co. KG,,,,,,,,
334,Windkraftanlage Fröhnd,2005,2,1,Enercon E-70 (1×),Fröhnd,LÖ,47.7589,7.8528,"fesa, Ökostrom Freiburg, WP Fröhnd","ursprünglich zwei Enercon E-70, davon eine wegen Unrentabilität 2005 wieder zurückgebaut",,,,,,,
335,Windkraftanlage Fischerbach,1997,0.6,1,Nordex N43/600 (1×),Fischerbach,OG,48.3272,8.1275,RaBe Windenergie,Abbau vermutlich 2008/2009,,,,,,,
336,Windkraftanlage Fernhöhe,1996,0.25,1,Nordex N29/250 (1×),Furtwangen,VS,47.9914,8.0711,"Ottmar Bärmann, Heinz Winterhalder",(*),,,,,,,
337,Windkraftanlage Emmingen,1993,0.11,1,Seewind S 20 110 (1×),Emmingen,CW,48.5714,8.75,"BadenWind, Windkraft Oberes Gäu",(*),6202447395,,,,,,
338,Windkraftanlage Emmingen,1995,,,,,,48.5714,8.75,,Die noch stehende Seewind-Anlage ist derzeit außer Betrieb.,,,,,,,
339,Windkraftanlage Ellenberg,2001,1,1,Enercon E-58 (1×),Ellenberg,AA,49.0053,10.2069,Uhl Windkraft,,,,,,,,
340,Windkraftanlage Dornstetten,2003,0.85,1,Vestas V52-850kW (1×),Dornstetten,FDS,48.4669,8.5236,Windenergieanlage Schmelzle,,,,,,,,
341,Windkraftanlage Dornhan,2003,1.5,1,NEG Micon NM 82/1500 (1×),Dornhan,RW,48.3583,8.5503,"Theolia, Windreich",,,,,,,,
342,Windkraftanlage Dewangen,1998,0.11,1,Seewind S 20 110 (1×),Dewangen,AA,48.8714,10.0361,,,,,,,,,
343,Windkraftanlage Dettenberg,2014,0.15,1,AN Bonus 150/30 (1×),Uttenweiler,BC,48.1442,9.6442,,,,,,,,,
344,Windkraftanlage Dauchingen,2001,0.85,1,Vestas V52-850kW (1×),Dauchingen,VS,48.0911,8525,,,,,,,,,
345,Windkraftanlage Bronn,2015,0.8,1,Enercon E-53 (1×),Bronn,TBB,49.4369,9.9022,NOW Wasserwerk Bronn,Eigenversorgung von Wasserwerk,,,,,,,
346,Windkraftanlage Birkenzell,2014,0.8,1,Enercon E-53 (1×),Birkenzell,AA,48.9908,10.2547,Alois Erhardt,,,,,,,,
347,Windkraftanlage Binselberg,2001,1,1,Fuhrländer FL 1000/54 (1×),Binselberg,SHA,49.2681,9.9264,Windkraft Binselberg,,,,,,,,
348,Windkraftanlage Bad Mergentheim,2002,0.8,1,Nordex N50/800 (1×),Apfelbach,TBB,49.4383,9.8086,Glotter,,,,,,,,
349,Windkraftanlage auf dem Hohwartsattel,1992,0.3,1,Enercon E-33 (1×),Breitnau,FR,47.9372,8.0531,"Christian Riesterer, Uwe Tischler",(*),,,,,,,
350,Windkraftanlage Auenberg,1990,95,1,Reymo DANmark 22 (1×),Hausen vor Wald,VS,47.8886,8.4733,Pionier-Windmühle Auenberg,"(*); erste kommerziell betriebene Windkraftanlage in Baden-Württemberg, Prototyp und einzige Anlage des Typs",,,,,,,
351,Windkraftanlage Alpirsbach,1999,2.3,1,Enercon E-70 E4 (1×),Römlinsdorf,FDS,48.3333,8.4761,"Windkraft Römlinsdorf, Stadtwerke Stuttgart",Repowering 2013 (1× Enercon E-70 E4 statt 1× Fuhrländer FL 300/30),,,,,,,
352,Windkraftanlage Alpirsbach,2013,,,,,,48.3333,8.4761,,,,,,,,,
353,Windkraftanlage Alexanderschanze,2003,1.5,1,Südwind S70 (1×),Bad Peterstal-Griesbach,OG,48.4728,8.2686,"Schmalz, Windenergieanlage „Bei der Schanz“",errichtet an der Schwarzwaldhochstraße im Bereich der Alexanderschanze,,,,,,,
354,Forschungswindkraftanlage RedoxWind,2017,2,1,Qreon Q82 (1×),Karlsruhe,KA,49.0192,8.5178,Fraunhofer ICT,Forschungsprojekt mit kombiniertem Batteriespeicher,,,,,,,
